target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	60.879	0.666667	1.01771
ENSSSCT00000078200.1	291	60.879	0.666667	1.01771
ENSSSCT00000070967.1	291	60.879	0.666667	1.01771
ENSSSCT00000038066.2	288	59.9528	1	1.55015
ENSSSCT00000060400.2	285	59.0105	2	3.14981
ENSSSCT00000032004.3	300	63.5704	4	5.84774
ENSSSCT00000069631.1	285	59.0105	3	4.72471
ENSSSCT00000084172.1	591	271.631	10	3.42141
ENSSSCT00000010999.5	939	618.446	1.09526	0.164589
ENSSSCT00000019660.4	955	634.424	42733	6259.9
ENSSSCT00000019664.4	1042	721.377	28724	3700.55
ENSSSCT00000019670.1	1545	1224.38	600262	45562.7
ENSSSCT00000019673.1	688	367.918	110388	27884
ENSSSCT00000019675.1	204	31.1605	2740	8172.01
ENSSSCT00000019676.1	681	360.957	74024	19059
ENSSSCT00000019677.1	784	463.654	154771	31022.6
ENSSSCT00000019679.3	346	78.3837	4043	4793.6
ENSSSCT00000019681.2	297	62.5428	9843	14626.3
ENSSSCT00000019682.3	1378	1057.38	70168	6167.27
ENSSSCT00000019686.3	1821	1500.38	51019	3160.2
ENSSSCT00000019687.1	528	210.484	5605	2474.8
ENSSSCT00000019689.3	1140	819.377	55189	6259.68
ENSSSCT00000099167.1	918	597.49	0	0
ENSSSCT00000091307.1	939	618.446	0	0
ENSSSCT00000046204.2	939	618.446	0	0
ENSSSCT00000073435.1	240	44.9012	0	0
ENSSSCT00000072658.1	939	618.446	0	0
ENSSSCT00000102462.1	423	121.552	0	0
ENSSSCT00000040563.4	1624	1303.38	0	0
ENSSSCT00000047353.2	1143	822.377	0	0
ENSSSCT00000104769.1	1398	1077.38	0	0
ENSSSCT00000103607.1	1176	855.377	0	0
ENSSSCT00000097872.1	1125	804.377	0	0
ENSSSCT00000056752.3	3244	2923.38	42.8726	1.36295
ENSSSCT00000056762.3	3471	3150.38	87.5992	2.58417
ENSSSCT00000096492.1	924	603.468	0	0
ENSSSCT00000103627.1	1176	855.377	0	0
ENSSSCT00000100545.1	1398	1077.38	0	0
ENSSSCT00000079227.1	1398	1077.38	0	0
ENSSSCT00000080413.2	1152	831.377	0	0
ENSSSCT00000040927.2	498	182.76	1	0.508514
ENSSSCT00000074869.2	2764	2443.38	2.00979	0.076444
ENSSSCT00000063508.3	402	107.037	0	0
ENSSSCT00000100361.1	2163	1842.38	3	0.15133
ENSSSCT00000095067.1	900	579.511	0	0
ENSSSCT00000038958.2	2079	1758.38	0	0
ENSSSCT00000082576.1	453	144.255	0	0
ENSSSCT00000048930.2	2079	1758.38	0	0
ENSSSCT00000062908.2	951	630.424	0	0
ENSSSCT00000045484.3	1729	1408.38	0	0
ENSSSCT00000051712.3	3204	2883.38	37.1312	1.1968
ENSSSCT00000076493.1	770	449.671	0	0
ENSSSCT00000035684.4	522	204.861	0	0
ENSSSCT00000062384.1	522	204.861	0	0
ENSSSCT00000044872.1	441	134.722	0	0
ENSSSCT00000041794.1	435	130.291	0	0
ENSSSCT00000051780.2	5708	5387.38	6	0.103504
ENSSSCT00000106884.1	393	101.626	13.5146	12.359
ENSSSCT00000105743.1	1053	732.377	12.9411	1.64217
ENSSSCT00000054823.3	1041	720.377	50.6962	6.54032
ENSSSCT00000051915.2	927	606.468	0	0
ENSSSCT00000082557.2	1282	961.377	0	0
ENSSSCT00000064112.3	1276	955.377	0	0
ENSSSCT00000100226.1	1183	862.377	19	2.04758
ENSSSCT00000062158.2	552	233.562	0	0
ENSSSCT00000013322.5	1915	1594.38	1585.64	92.4268
ENSSSCT00000063424.3	2634	2313.38	0	0
ENSSSCT00000046322.2	4392	4071.38	125.255	2.85916
ENSSSCT00000013323.4	5089	4768.38	345.086	6.72574
ENSSSCT00000045348.2	8217	7896.38	28.659	0.3373
ENSSSCT00000103634.1	948	627.424	0	0
ENSSSCT00000010416.5	3303	2982.38	0	0
ENSSSCT00000096504.1	3599	3278.38	0	0
ENSSSCT00000054748.3	3605	3284.38	0	0
ENSSSCT00000053874.2	987	666.377	0	0
ENSSSCT00000098136.1	519	202.098	10.6744	4.9087
ENSSSCT00000064380.2	372	90.1573	0	0
ENSSSCT00000033772.4	557	238.366	0	0
ENSSSCT00000014432.3	930	609.468	0	0
ENSSSCT00000095963.1	3048	2727.38	0	0
ENSSSCT00000054731.3	2148	1827.38	0	0
ENSSSCT00000061495.2	954	633.424	0	0
ENSSSCT00000038050.2	927	606.468	0	0
ENSSSCT00000084775.1	954	633.424	0	0
ENSSSCT00000054929.3	945	624.424	0	0
ENSSSCT00000083016.1	933	612.468	0	0
ENSSSCT00000106904.1	954	633.424	0	0
ENSSSCT00000058052.3	1242	921.377	1.39051	0.140255
ENSSSCT00000103398.1	954	633.424	0	0
ENSSSCT00000060080.3	891	570.511	0	0
ENSSSCT00000079788.1	879	558.511	0	0
ENSSSCT00000065393.1	954	633.424	0	0
ENSSSCT00000066233.1	942	621.424	0	0
ENSSSCT00000038428.3	4061	3740.38	29.5105	0.733237
ENSSSCT00000106722.1	4123	3802.38	24.6594	0.602714
ENSSSCT00000038613.2	933	612.468	0	0
ENSSSCT00000086017.1	6515	6194.38	1	0.0150033
ENSSSCT00000094411.1	918	597.49	0	0
ENSSSCT00000093195.1	939	618.446	0	0
ENSSSCT00000060483.3	2989	2668.38	25.8691	0.900986
ENSSSCT00000044015.3	3606	3285.38	62.3806	1.76461
ENSSSCT00000098151.1	906	585.49	0	0
ENSSSCT00000099877.1	939	618.446	0	0
ENSSSCT00000055383.1	936	615.468	0	0
ENSSSCT00000006440.5	1159	838.377	0	0
ENSSSCT00000039853.3	3075	2754.38	0	0
ENSSSCT00000075544.1	2162	1841.38	0	0
