target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	59.1887	2	2.06032
ENSSSCT00000078200.1	291	59.1887	2	2.06032
ENSSSCT00000070967.1	291	59.1887	0	0
ENSSSCT00000038066.2	288	57.5783	0	0
ENSSSCT00000060400.2	285	55.8275	1	1.09218
ENSSSCT00000032004.3	300	64.544	5	4.72344
ENSSSCT00000069631.1	285	55.8275	0	0
ENSSSCT00000084172.1	591	334.475	15	2.73446
ENSSSCT00000010999.5	939	682.174	0	0
ENSSSCT00000019660.4	955	698.15	57143	4990.66
ENSSSCT00000019664.4	1042	785.047	34631	2689.76
ENSSSCT00000019670.1	1545	1288.05	665632	31509.8
ENSSSCT00000019673.1	688	431.288	142320	20120.7
ENSSSCT00000019675.1	204	26.7298	4095	9341.17
ENSSSCT00000019676.1	681	424.288	136804	19659.9
ENSSSCT00000019677.1	784	527.257	215285	24896.3
ENSSSCT00000019679.3	346	97.7364	8415	5249.79
ENSSSCT00000019681.2	297	62.7762	9071	8810.56
ENSSSCT00000019682.3	1378	1121.05	85351	4642.25
ENSSSCT00000019686.3	1821	1564.05	38329	1494.24
ENSSSCT00000019687.1	528	271.769	11062	2481.86
ENSSSCT00000019689.3	1140	883.047	62353	4305.44
ENSSSCT00000099167.1	918	661.198	0	0
ENSSSCT00000091307.1	939	682.174	0	0
ENSSSCT00000046204.2	939	682.174	0	0
ENSSSCT00000073435.1	240	36.7887	0	0
ENSSSCT00000072658.1	939	682.174	0	0
ENSSSCT00000102462.1	423	168.255	0	0
ENSSSCT00000040563.4	1624	1367.05	0	0
ENSSSCT00000047353.2	1143	886.047	0	0
ENSSSCT00000104769.1	1398	1141.05	0	0
ENSSSCT00000103607.1	1176	919.047	0	0
ENSSSCT00000097872.1	1125	868.047	0	0
ENSSSCT00000056752.3	3244	2987.05	77.7893	1.5879
ENSSSCT00000056762.3	3471	3214.05	69.0375	1.30971
ENSSSCT00000096492.1	924	667.198	0	0
ENSSSCT00000103627.1	1176	919.047	0	0
ENSSSCT00000100545.1	1398	1141.05	0	0
ENSSSCT00000079227.1	1398	1141.05	0	0
ENSSSCT00000080413.2	1152	895.047	0	0
ENSSSCT00000040927.2	498	241.985	0	0
ENSSSCT00000074869.2	2764	2507.05	2.00609	0.0487901
ENSSSCT00000063508.3	402	147.989	0	0
ENSSSCT00000100361.1	2163	1906.05	2	0.0639794
ENSSSCT00000095067.1	900	643.198	0	0
ENSSSCT00000038958.2	2079	1822.05	0	0
ENSSSCT00000082576.1	453	197.557	1	0.308639
ENSSSCT00000048930.2	2079	1822.05	0	0
ENSSSCT00000062908.2	951	694.174	0	0
ENSSSCT00000045484.3	1729	1472.05	0	0
ENSSSCT00000051712.3	3204	2947.05	17.9419	0.371215
ENSSSCT00000076493.1	770	513.257	0	0
ENSSSCT00000035684.4	522	265.769	0	0
ENSSSCT00000062384.1	522	265.769	0	0
ENSSSCT00000044872.1	441	185.807	0	0
ENSSSCT00000041794.1	435	179.911	0	0
ENSSSCT00000051780.2	5708	5451.05	5	0.0559286
ENSSSCT00000106884.1	393	139.51	9.98129	4.36239
ENSSSCT00000105743.1	1053	796.047	3.61984	0.277265
ENSSSCT00000054823.3	1041	784.047	67.8076	5.27327
ENSSSCT00000051915.2	927	670.198	0	0
ENSSSCT00000082557.2	1282	1025.05	0	0
ENSSSCT00000064112.3	1276	1019.05	0	0
ENSSSCT00000100226.1	1183	926.047	99.6614	6.56203
