target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	60.173	0	0
ENSSSCT00000078200.1	291	60.173	0	0
ENSSSCT00000070967.1	291	60.173	0	0
ENSSSCT00000038066.2	288	59.3713	0	0
ENSSSCT00000060400.2	285	58.476	0	0
ENSSSCT00000032004.3	300	63.2778	0	0
ENSSSCT00000069631.1	285	58.476	0	0
ENSSSCT00000084172.1	591	267.361	0	0
ENSSSCT00000010999.5	939	613.474	0	0
ENSSSCT00000019660.4	955	629.45	63499	7214.9
ENSSSCT00000019664.4	1042	716.378	42582	4251.17
ENSSSCT00000019670.1	1545	1219.38	673934	39527.9
ENSSSCT00000019673.1	688	363.347	164945	32467.1
ENSSSCT00000019675.1	204	31.8911	4161	9331.53
ENSSSCT00000019676.1	681	356.374	107896	21653.3
ENSSSCT00000019677.1	784	458.844	220211	34324.1
ENSSSCT00000019679.3	346	78.512	7640	6959.57
ENSSSCT00000019681.2	297	62.5371	9859	11275.1
ENSSSCT00000019682.3	1378	1052.38	86764	5896.48
ENSSSCT00000019686.3	1821	1495.38	28260	1351.59
ENSSSCT00000019687.1	528	206.445	2600	900.73
ENSSSCT00000019689.3	1140	814.378	93979	8253.34
ENSSSCT00000099167.1	918	592.541	0	0
ENSSSCT00000091307.1	939	613.474	0	0
ENSSSCT00000046204.2	939	613.474	0	0
ENSSSCT00000073435.1	240	44.3856	0	0
ENSSSCT00000072658.1	939	613.474	0	0
ENSSSCT00000102462.1	423	119.221	0	0
ENSSSCT00000040563.4	1624	1298.38	0	0
ENSSSCT00000047353.2	1143	817.378	0	0
ENSSSCT00000104769.1	1398	1072.38	0	0
ENSSSCT00000103607.1	1176	850.378	0	0
ENSSSCT00000097872.1	1125	799.378	0	0
ENSSSCT00000056752.3	3244	2918.38	34.7208	0.850889
ENSSSCT00000056762.3	3471	3145.38	67.0167	1.52382
ENSSSCT00000096492.1	924	598.519	1	0.119494
ENSSSCT00000103627.1	1176	850.378	0	0
ENSSSCT00000100545.1	1398	1072.38	0	0
ENSSSCT00000079227.1	1398	1072.38	0	0
ENSSSCT00000080413.2	1152	826.378	0	0
ENSSSCT00000040927.2	498	178.892	0	0
ENSSSCT00000074869.2	2764	2438.38	0	0
ENSSSCT00000063508.3	402	105.792	0	0
ENSSSCT00000100361.1	2163	1837.38	1.14173	0.0444416
ENSSSCT00000095067.1	900	574.541	0	0
ENSSSCT00000038958.2	2079	1753.38	0	0
ENSSSCT00000082576.1	453	141.275	1	0.506245
ENSSSCT00000048930.2	2079	1753.38	0	0
ENSSSCT00000062908.2	951	625.45	0	0
ENSSSCT00000045484.3	1729	1403.38	0	0
ENSSSCT00000051712.3	3204	2878.38	22.6828	0.563603
ENSSSCT00000076493.1	770	444.878	0	0
ENSSSCT00000035684.4	522	200.801	0	0
ENSSSCT00000062384.1	522	200.801	0	0
ENSSSCT00000044872.1	441	131.885	0	0
ENSSSCT00000041794.1	435	127.658	0	0
ENSSSCT00000051780.2	5708	5382.38	3.00754	0.0399633
ENSSSCT00000106884.1	393	100.43	1.34674	0.959054
ENSSSCT00000105743.1	1053	727.378	0	0
ENSSSCT00000054823.3	1041	715.378	4.65326	0.465208
ENSSSCT00000051915.2	927	601.519	0	0
ENSSSCT00000082557.2	1282	956.378	0	0
ENSSSCT00000064112.3	1276	950.378	0	0
ENSSSCT00000100226.1	1183	857.378	34	2.83617
ENSSSCT00000062158.2	552	229.397	0	0
ENSSSCT00000013322.5	1915	1589.38	1898	85.4071
ENSSSCT00000063424.3	2634	2308.38	1	0.0309826
ENSSSCT00000046322.2	4392	4066.38	273.135	4.8039
ENSSSCT00000013323.4	5089	4763.38	423.873	6.36423
ENSSSCT00000045348.2	8217	7891.38	25.5819	0.231849
ENSSSCT00000103634.1	948	622.45	0	0
ENSSSCT00000010416.5	3303	2977.38	0	0
ENSSSCT00000096504.1	3599	3273.38	0	0
ENSSSCT00000054748.3	3605	3279.38	0	0
ENSSSCT00000053874.2	987	661.378	0	0
ENSSSCT00000098136.1	519	198.053	0	0
ENSSSCT00000064380.2	372	89.6708	0	0
ENSSSCT00000033772.4	557	234.186	0	0
ENSSSCT00000014432.3	930	604.519	0	0
ENSSSCT00000095963.1	3048	2722.38	0	0
ENSSSCT00000054731.3	2148	1822.38	20.0141	0.785458
ENSSSCT00000061495.2	954	628.45	0	0
