target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	61.7641	0	0
ENSSSCT00000078200.1	291	61.7641	0	0
ENSSSCT00000070967.1	291	61.7641	0	0
ENSSSCT00000038066.2	288	61.1025	0	0
ENSSSCT00000060400.2	285	60.1317	0	0
ENSSSCT00000032004.3	300	64.5189	0	0
ENSSSCT00000069631.1	285	60.1317	0	0
ENSSSCT00000084172.1	591	273.165	0	0
ENSSSCT00000010999.5	939	619.955	0	0
ENSSSCT00000019660.4	955	635.913	134429	13771.3
ENSSSCT00000019664.4	1042	722.892	109588	9875.72
ENSSSCT00000019670.1	1545	1225.89	1.28308e+06	68183.7
ENSSSCT00000019673.1	688	369.409	276791	48811.7
ENSSSCT00000019675.1	204	30.0098	8778	19055.1
ENSSSCT00000019676.1	681	362.457	215064	38653.6
ENSSSCT00000019677.1	784	465.072	353749	49551.2
ENSSSCT00000019679.3	346	80.363	14455	11717.7
ENSSSCT00000019681.2	297	63.5501	24856	25479.7
ENSSSCT00000019682.3	1378	1058.89	197437	12146.6
ENSSSCT00000019686.3	1821	1501.89	166241	7210.72
ENSSSCT00000019687.1	528	212.067	18342	5634.46
ENSSSCT00000019689.3	1140	820.892	145901	11578.5
ENSSSCT00000099167.1	918	598.955	0	0
ENSSSCT00000091307.1	939	619.955	0	0
ENSSSCT00000046204.2	939	619.955	0	0
ENSSSCT00000073435.1	240	44.4006	0	0
ENSSSCT00000072658.1	939	619.955	0	0
ENSSSCT00000102462.1	423	123.223	0	0
ENSSSCT00000040563.4	1624	1304.89	0	0
ENSSSCT00000047353.2	1143	823.892	0	0
ENSSSCT00000104769.1	1398	1078.89	0	0
ENSSSCT00000103607.1	1176	856.892	0	0
ENSSSCT00000097872.1	1125	805.892	0	0
ENSSSCT00000056752.3	3244	2924.89	69.9391	1.55772
ENSSSCT00000056762.3	3471	3151.89	57.8193	1.19503
ENSSSCT00000096492.1	924	604.955	0	0
ENSSSCT00000103627.1	1176	856.892	0	0
ENSSSCT00000100545.1	1398	1078.89	0	0
ENSSSCT00000079227.1	1398	1078.89	0	0
ENSSSCT00000080413.2	1152	832.892	0	0
ENSSSCT00000040927.2	498	184.427	0	0
ENSSSCT00000074869.2	2764	2444.89	0	0
ENSSSCT00000063508.3	402	108.826	0	0
ENSSSCT00000100361.1	2163	1843.89	4.83692	0.170888
ENSSSCT00000095067.1	900	580.974	0	0
ENSSSCT00000038958.2	2079	1759.89	0	0
ENSSSCT00000082576.1	453	145.853	2.63802	1.17826
ENSSSCT00000048930.2	2079	1759.89	0	0
ENSSSCT00000062908.2	951	631.934	0	0
ENSSSCT00000045484.3	1729	1409.89	0	0
ENSSSCT00000051712.3	3204	2884.89	21.2717	0.480344
ENSSSCT00000076493.1	770	451.117	0	0
ENSSSCT00000035684.4	522	206.463	0	0
ENSSSCT00000062384.1	522	206.463	0	0
ENSSSCT00000044872.1	441	136.468	0	0
ENSSSCT00000041794.1	435	131.972	0	0
ENSSSCT00000051780.2	5708	5388.89	7	0.0846209
ENSSSCT00000106884.1	393	103.316	0	0
ENSSSCT00000105743.1	1053	733.892	0	0
ENSSSCT00000054823.3	1041	721.892	6	0.54145
ENSSSCT00000051915.2	927	607.955	0	0
ENSSSCT00000082557.2	1282	962.892	0	0
ENSSSCT00000064112.3	1276	956.892	0	0
ENSSSCT00000100226.1	1183	863.892	31.9333	2.40804
ENSSSCT00000062158.2	552	235.075	0	0
ENSSSCT00000013322.5	1915	1595.89	1526.82	62.3252
ENSSSCT00000063424.3	2634	2314.89	0	0
ENSSSCT00000046322.2	4392	4072.89	160.54	2.56779
ENSSSCT00000013323.4	5089	4769.89	358.319	4.89373
ENSSSCT00000045348.2	8217	7897.89	36.6568	0.302359
ENSSSCT00000103634.1	948	628.955	0	0
ENSSSCT00000010416.5	3303	2983.89	0	0
ENSSSCT00000096504.1	3599	3279.89	0	0
ENSSSCT00000054748.3	3605	3285.89	0	0
ENSSSCT00000053874.2	987	667.892	0	0
ENSSSCT00000098136.1	519	203.545	0	0
ENSSSCT00000064380.2	372	92.0383	0	0
ENSSSCT00000033772.4	557	239.973	0	0
ENSSSCT00000014432.3	930	610.955	0	0
ENSSSCT00000095963.1	3048	2728.89	1.9162	0.045744
ENSSSCT00000054731.3	2148	1828.89	0	0
ENSSSCT00000061495.2	954	634.934	0	0
ENSSSCT00000038050.2	927	607.955	0	0
ENSSSCT00000084775.1	954	634.934	0	0
ENSSSCT00000054929.3	945	625.955	0	0
ENSSSCT00000083016.1	933	613.955	0	0
ENSSSCT00000106904.1	954	634.934	0	0
ENSSSCT00000058052.3	1242	922.892	0	0
ENSSSCT00000103398.1	954	634.934	0	0
ENSSSCT00000060080.3	891	571.974	0	0
ENSSSCT00000079788.1	879	559.992	0	0
ENSSSCT00000065393.1	954	634.934	0	0
ENSSSCT00000066233.1	942	622.955	0	0
