target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	59.6959	0	0
ENSSSCT00000078200.1	291	59.6959	0	0
ENSSSCT00000070967.1	291	59.6959	0	0
ENSSSCT00000038066.2	288	58.941	0	0
ENSSSCT00000060400.2	285	58.181	0	0
ENSSSCT00000032004.3	300	61.8042	0	0
ENSSSCT00000069631.1	285	58.181	0	0
ENSSSCT00000084172.1	591	265.473	0	0
ENSSSCT00000010999.5	939	612.319	0	0
ENSSSCT00000019660.4	955	628.319	87859	10013.4
ENSSSCT00000019664.4	1042	715.293	32782	3281.9
ENSSSCT00000019670.1	1545	1218.29	1.15221e+06	67725.8
ENSSSCT00000019673.1	688	361.616	134091	26553.8
ENSSSCT00000019675.1	204	30.964	3504	8103.66
ENSSSCT00000019676.1	681	354.645	89741	18120.5
ENSSSCT00000019677.1	784	457.338	319343	50002.7
ENSSSCT00000019679.3	346	75.2106	7646	7279.96
ENSSSCT00000019681.2	297	61.1544	15879	18593.9
ENSSSCT00000019682.3	1378	1051.29	99394	6770.34
ENSSSCT00000019686.3	1821	1494.29	50927	2440.54
ENSSSCT00000019687.1	528	204.251	4737	1660.78
ENSSSCT00000019689.3	1140	813.293	89102	7845.39
ENSSSCT00000099167.1	918	591.319	0	0
ENSSSCT00000091307.1	939	612.319	0	0
ENSSSCT00000046204.2	939	612.319	0	0
ENSSSCT00000073435.1	240	45.098	0	0
ENSSSCT00000072658.1	939	612.319	0	0
ENSSSCT00000102462.1	423	115.907	0	0
ENSSSCT00000040563.4	1624	1297.29	0	0
ENSSSCT00000047353.2	1143	816.293	0	0
ENSSSCT00000104769.1	1398	1071.29	0	0
ENSSSCT00000103607.1	1176	849.293	0	0
ENSSSCT00000097872.1	1125	798.293	0	0
ENSSSCT00000056752.3	3244	2917.29	15.954	0.39162
ENSSSCT00000056762.3	3471	3144.29	63.6591	1.44981
ENSSSCT00000096492.1	924	597.319	0	0
ENSSSCT00000103627.1	1176	849.293	0	0
ENSSSCT00000100545.1	1398	1071.29	0	0
ENSSSCT00000079227.1	1398	1071.29	0	0
ENSSSCT00000080413.2	1152	825.293	0	0
ENSSSCT00000040927.2	498	176.567	0	0
ENSSSCT00000074869.2	2764	2437.29	0	0
ENSSSCT00000063508.3	402	101.867	0	0
ENSSSCT00000100361.1	2163	1836.29	2	0.0779941
ENSSSCT00000095067.1	900	573.319	0	0
ENSSSCT00000038958.2	2079	1752.29	0	0
ENSSSCT00000082576.1	453	138.139	0	0
ENSSSCT00000048930.2	2079	1752.29	0	0
ENSSSCT00000062908.2	951	624.319	0	0
ENSSSCT00000045484.3	1729	1402.29	0	0
ENSSSCT00000051712.3	3204	2877.29	4.11507	0.102416
ENSSSCT00000076493.1	770	443.356	1	0.161518
ENSSSCT00000035684.4	522	198.523	0	0
ENSSSCT00000062384.1	522	198.523	0	0
ENSSSCT00000044872.1	441	128.824	0	0
ENSSSCT00000041794.1	435	124.468	0	0
ENSSSCT00000051780.2	5708	5381.29	6	0.0798433
ENSSSCT00000106884.1	393	96.6382	1	0.741011
ENSSSCT00000105743.1	1053	726.293	0	0
ENSSSCT00000054823.3	1041	714.293	0	0
ENSSSCT00000051915.2	927	600.319	0	0
ENSSSCT00000082557.2	1282	955.293	0	0
ENSSSCT00000064112.3	1276	949.293	0	0
ENSSSCT00000100226.1	1183	856.293	22	1.83982
ENSSSCT00000062158.2	552	227.296	0	0
ENSSSCT00000013322.5	1915	1588.29	1391	62.7149
ENSSSCT00000063424.3	2634	2307.29	0	0
ENSSSCT00000046322.2	4392	4065.29	3.41305	0.0601208
ENSSSCT00000013323.4	5089	4762.29	293.267	4.40982
ENSSSCT00000045348.2	8217	7890.29	16.3201	0.148117
ENSSSCT00000103634.1	948	621.319	0	0
ENSSSCT00000010416.5	3303	2976.29	0	0
ENSSSCT00000096504.1	3599	3272.29	0	0
ENSSSCT00000054748.3	3605	3278.29	0	0
ENSSSCT00000053874.2	987	660.293	0	0
ENSSSCT00000098136.1	519	195.708	1.6048	0.5872
ENSSSCT00000064380.2	372	85.8207	0	0
ENSSSCT00000033772.4	557	232.138	0	0
ENSSSCT00000014432.3	930	603.319	0	0
ENSSSCT00000095963.1	3048	2721.29	1.80974	0.0476228
ENSSSCT00000054731.3	2148	1821.29	0	0
ENSSSCT00000061495.2	954	627.319	0	0
ENSSSCT00000038050.2	927	600.319	0	0
ENSSSCT00000084775.1	954	627.319	0	0
ENSSSCT00000054929.3	945	618.319	0	0
ENSSSCT00000083016.1	933	606.319	0	0
ENSSSCT00000106904.1	954	627.319	0	0
ENSSSCT00000058052.3	1242	915.293	3.48392	0.272573
ENSSSCT00000103398.1	954	627.319	0	0
ENSSSCT00000060080.3	891	564.319	0	0
ENSSSCT00000079788.1	879	552.319	0	0
ENSSSCT00000065393.1	954	627.319	0	0
ENSSSCT00000066233.1	942	615.319	0	0
ENSSSCT00000038428.3	4061	3734.29	0	0
ENSSSCT00000106722.1	4123	3796.29	8.56696	0.1616
ENSSSCT00000038613.2	933	606.319	0	0
ENSSSCT00000086017.1	6515	6188.29	1.00006	0.0115725
ENSSSCT00000094411.1	918	591.319	0	0
ENSSSCT00000093195.1	939	612.319	0	0
ENSSSCT00000060483.3	2989	2662.29	19.497	0.524429
ENSSSCT00000044015.3	3606	3279.29	110.693	2.41722
ENSSSCT00000098151.1	906	579.319	0	0
ENSSSCT00000099877.1	939	612.319	0	0
ENSSSCT00000055383.1	936	609.319	0	0
ENSSSCT00000006440.5	1159	832.293	0	0
ENSSSCT00000039853.3	3075	2748.29	0	0
ENSSSCT00000075544.1	2162	1835.29	0	0
ENSSSCT00000106739.1	918	591.319	0	0
ENSSSCT00000094696.1	1287	960.293	1532	114.243
ENSSSCT00000074527.1	936	609.319	0	0
ENSSSCT00000095412.1	936	609.319	0	0
ENSSSCT00000057638.3	1661	1334.29	7.98272	0.428424
ENSSSCT00000052749.3	2706	2379.29	16	0.481555
ENSSSCT00000072436.1	1410	1083.29	0	0
ENSSSCT00000100367.1	510	187.422	1	0.382078
ENSSSCT00000064678.2	936	609.319	0	0
ENSSSCT00000097296.1	3397	3070.29	0	0
ENSSSCT00000093882.1	636	309.928	0	0
ENSSSCT00000061389.3	1622	1295.29	525	29.0245
ENSSSCT00000047659.2	240	45.098	0	0
ENSSSCT00000083630.1	936	609.319	0	0
ENSSSCT00000071514.2	1650	1323.29	20.6237	1.11605
ENSSSCT00000101381.1	777	450.356	19.1979	3.0526
ENSSSCT00000031202.3	1682	1355.29	24.8021	1.31048
ENSSSCT00000099316.1	1042	715.293	0	0
ENSSSCT00000058956.3	1192	865.293	0	0
ENSSSCT00000054707.3	1102	775.293	0	0
ENSSSCT00000096294.1	1027	700.293	0	0
ENSSSCT00000061829.3	1975	1648.29	9.26316	0.402438
ENSSSCT00000028884.4	2948	2621.29	89.3862	2.4419
ENSSSCT00000048674.3	4533	4206.29	1846.72	31.4395
ENSSSCT00000059744.3	7520	7193.29	0	0
ENSSSCT00000029625.4	9608	9281.29	282.58	2.18025
ENSSSCT00000060930.3	9476	9149.29	457.035	3.57714
ENSSSCT00000013516.4	2433	2106.29	102	3.46781
ENSSSCT00000049889.2	6954	6627.29	1.00016	0.010807
ENSSSCT00000104902.1	939	612.319	0	0
ENSSSCT00000053946.2	963	636.319	0	0
ENSSSCT00000026503.4	2569	2242.29	66.3851	2.12008
ENSSSCT00000022992.3	906	579.319	0	0
ENSSSCT00000062135.3	2600	2273.29	1	0.0315006
ENSSSCT00000043243.3	2678	2351.29	0	0
ENSSSCT00000045677.3	2768	2441.29	0	0
ENSSSCT00000086242.2	2050	1723.29	0	0
ENSSSCT00000038861.3	3102	2775.29	0	0
ENSSSCT00000077906.2	3072	2745.29	0	0
ENSSSCT00000103189.1	3057	2730.29	0	0
ENSSSCT00000087031.2	3033	2706.29	0	0
ENSSSCT00000093296.1	2952	2625.29	0	0
ENSSSCT00000055141.2	936	609.319	0	0
ENSSSCT00000049687.2	912	585.319	0	0
ENSSSCT00000037750.3	843	516.319	0	0
ENSSSCT00000082986.1	936	609.319	0	0
ENSSSCT00000040865.1	915	588.319	0	0
ENSSSCT00000062219.2	819	492.319	0	0
ENSSSCT00000058071.3	753	426.427	0	0
ENSSSCT00000054418.2	927	600.319	0	0
ENSSSCT00000041919.1	945	618.319	0	0
ENSSSCT00000105506.1	1860	1533.29	0	0
ENSSSCT00000035619.3	1863	1536.29	16.8528	0.785545
ENSSSCT00000049350.3	3176	2849.29	3	0.0753977
ENSSSCT00000042464.2	4790	4463.29	2	0.0320884
ENSSSCT00000061908.2	6204	5877.29	0	0
ENSSSCT00000100236.1	3322	2995.29	3.29875	0.0788649
ENSSSCT00000038342.3	3077	2750.29	22.4628	0.58487
ENSSSCT00000056515.3	4216	3889.29	109.38	2.01391
ENSSSCT00000076132.2	5190	4863.29	128.773	1.89613
ENSSSCT00000077611.1	3252	2925.29	0	0
ENSSSCT00000093015.1	249	47.8278	0	0
ENSSSCT00000052290.2	474	155.57	0	0
ENSSSCT00000099894.1	366	83.2459	0	0
ENSSSCT00000093647.1	378	88.4192	0	0
