target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	65.5069	0.5	0.510145
ENSSSCT00000078200.1	291	65.5069	0.5	0.510145
ENSSSCT00000070967.1	291	65.5069	0	0
ENSSSCT00000038066.2	288	64.582	0	0
ENSSSCT00000060400.2	285	63.3936	0	0
ENSSSCT00000032004.3	300	68.4645	1	0.976214
ENSSSCT00000069631.1	285	63.3936	0	0
ENSSSCT00000084172.1	591	269.389	0	0
ENSSSCT00000010999.5	939	616.015	0	0
ENSSSCT00000019660.4	955	632.015	116167	12284.7
ENSSSCT00000019664.4	1042	719.015	72757	6763.12
ENSSSCT00000019670.1	1545	1222.01	1.1099e+06	60704
ENSSSCT00000019673.1	688	365.556	242146	44272.5
ENSSSCT00000019675.1	204	31.2729	7393	15800.2
ENSSSCT00000019676.1	681	358.593	156604	29188.5
ENSSSCT00000019677.1	784	461.249	333484	48322.5
ENSSSCT00000019679.3	346	84.0113	12521	9961.2
ENSSSCT00000019681.2	297	67.4447	20965	20775.8
ENSSSCT00000019682.3	1378	1055.01	150525	9535.87
ENSSSCT00000019686.3	1821	1498.01	93454	4169.58
ENSSSCT00000019687.1	528	208.94	10088	3226.96
ENSSSCT00000019689.3	1140	817.015	138410	11322.6
ENSSSCT00000099167.1	918	595.035	0	0
ENSSSCT00000091307.1	939	616.015	0	0
ENSSSCT00000046204.2	939	616.015	0	0
ENSSSCT00000073435.1	240	46.7579	0	0
ENSSSCT00000072658.1	939	616.015	0	0
ENSSSCT00000102462.1	423	123.474	0	0
ENSSSCT00000040563.4	1624	1301.01	0	0
ENSSSCT00000047353.2	1143	820.015	0	0
ENSSSCT00000104769.1	1398	1075.01	0	0
ENSSSCT00000103607.1	1176	853.015	0	0
ENSSSCT00000097872.1	1125	802.015	0	0
ENSSSCT00000056752.3	3244	2921.01	54.1846	1.2398
ENSSSCT00000056762.3	3471	3148.01	65.8154	1.39734
ENSSSCT00000096492.1	924	601.015	0	0
ENSSSCT00000103627.1	1176	853.015	0	0
ENSSSCT00000100545.1	1398	1075.01	0	0
ENSSSCT00000079227.1	1398	1075.01	0	0
ENSSSCT00000080413.2	1152	829.015	0	0
ENSSSCT00000040927.2	498	181.816	0	0
ENSSSCT00000074869.2	2764	2441.01	1.00284	0.0274582
ENSSSCT00000063508.3	402	110.134	0	0
ENSSSCT00000100361.1	2163	1840.01	5.51096	0.200178
ENSSSCT00000095067.1	900	577.055	0	0
ENSSSCT00000038958.2	2079	1756.01	0	0
ENSSSCT00000082576.1	453	144.919	0	0
ENSSSCT00000048930.2	2079	1756.01	0	0
ENSSSCT00000062908.2	951	628.015	0	0
ENSSSCT00000045484.3	1729	1406.01	5.31757	0.252775
ENSSSCT00000051712.3	3204	2881.01	13.1541	0.30516
ENSSSCT00000076493.1	770	447.296	0	0
ENSSSCT00000035684.4	522	203.382	0	0
ENSSSCT00000062384.1	522	203.382	0	0
ENSSSCT00000044872.1	441	135.802	0	0
ENSSSCT00000041794.1	435	131.69	0	0
ENSSSCT00000051780.2	5708	5385.01	5	0.0620574
ENSSSCT00000106884.1	393	104.884	0.315745	0.201204
ENSSSCT00000105743.1	1053	730.015	0	0
ENSSSCT00000054823.3	1041	718.015	4.68426	0.436031
ENSSSCT00000051915.2	927	604.015	0	0
ENSSSCT00000082557.2	1282	959.015	0	0
ENSSSCT00000064112.3	1276	953.015	0	0
ENSSSCT00000100226.1	1183	860.015	38.0915	2.96028
ENSSSCT00000062158.2	552	231.461	0	0
ENSSSCT00000013322.5	1915	1592.01	1909	80.1437
ENSSSCT00000063424.3	2634	2311.01	0	0
ENSSSCT00000046322.2	4392	4069.01	146.907	2.41303
ENSSSCT00000013323.4	5089	4766.01	424.94	5.95913
ENSSSCT00000045348.2	8217	7894.01	32.1535	0.272233
ENSSSCT00000103634.1	948	625.015	0	0
ENSSSCT00000010416.5	3303	2980.01	0	0
ENSSSCT00000096504.1	3599	3276.01	0	0
ENSSSCT00000054748.3	3605	3282.01	0	0
ENSSSCT00000053874.2	987	664.015	0	0
ENSSSCT00000098136.1	519	200.634	0	0
ENSSSCT00000064380.2	372	94.9281	0	0
ENSSSCT00000033772.4	557	236.284	0	0
ENSSSCT00000014432.3	930	607.015	0	0
ENSSSCT00000095963.1	3048	2725.01	0	0
ENSSSCT00000054731.3	2148	1825.01	0	0
ENSSSCT00000061495.2	954	631.015	0	0
ENSSSCT00000038050.2	927	604.015	0	0
ENSSSCT00000084775.1	954	631.015	0	0
ENSSSCT00000054929.3	945	622.015	0	0
ENSSSCT00000083016.1	933	610.015	0	0
ENSSSCT00000106904.1	954	631.015	0	0
ENSSSCT00000058052.3	1242	919.015	1.0884	0.0791549
ENSSSCT00000103398.1	954	631.015	0	0
ENSSSCT00000060080.3	891	568.055	0	0
ENSSSCT00000079788.1	879	556.094	0	0
ENSSSCT00000065393.1	954	631.015	0	0
ENSSSCT00000066233.1	942	619.015	0	0
ENSSSCT00000038428.3	4061	3738.01	0	0
ENSSSCT00000106722.1	4123	3800.01	9.54072	0.167806
ENSSSCT00000038613.2	933	610.015	0	0
ENSSSCT00000086017.1	6515	6192.01	6.00053	0.0647691
ENSSSCT00000094411.1	918	595.035	0	0
ENSSSCT00000093195.1	939	616.015	0	0
ENSSSCT00000060483.3	2989	2666.01	23.6737	0.59349
ENSSSCT00000044015.3	3606	3283.01	27.7048	0.564017
ENSSSCT00000098151.1	906	583.055	0	0
ENSSSCT00000099877.1	939	616.015	0	0
ENSSSCT00000055383.1	936	613.015	0	0
ENSSSCT00000006440.5	1159	836.015	0	0
ENSSSCT00000039853.3	3075	2752.01	0	0
ENSSSCT00000075544.1	2162	1839.01	0	0
ENSSSCT00000106739.1	918	595.035	0	0
ENSSSCT00000094696.1	1287	964.015	1324	91.7941
ENSSSCT00000074527.1	936	613.015	0	0
ENSSSCT00000095412.1	936	613.015	0	0
ENSSSCT00000057638.3	1661	1338.01	5.27026	0.263258
ENSSSCT00000052749.3	2706	2383.01	18	0.504843
