target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	59.6613	0	0
ENSSSCT00000078200.1	291	59.6613	0	0
ENSSSCT00000070967.1	291	59.6613	0	0
ENSSSCT00000038066.2	288	58.7041	0	0
ENSSSCT00000060400.2	285	57.7172	0	0
ENSSSCT00000032004.3	300	63.048	0	0
ENSSSCT00000069631.1	285	57.7172	0	0
ENSSSCT00000084172.1	591	278.96	0	0
ENSSSCT00000010999.5	939	625.988	0	0
ENSSSCT00000019660.4	955	641.966	71221	7802.2
ENSSSCT00000019664.4	1042	728.943	50853	4906.18
ENSSSCT00000019670.1	1545	1231.94	742215	42370.2
ENSSSCT00000019673.1	688	375.356	161091	30182.1
ENSSSCT00000019675.1	204	31.5283	4948	11037
ENSSSCT00000019676.1	681	368.395	117870	22501.5
ENSSSCT00000019677.1	784	471.045	244598	36518.4
ENSSSCT00000019679.3	346	80.6983	7513	6547.42
ENSSSCT00000019681.2	297	61.9089	16400	18630
ENSSSCT00000019682.3	1378	1064.94	102549	6772.14
ENSSSCT00000019686.3	1821	1507.94	76470	3566.38
ENSSSCT00000019687.1	528	217.701	10635	3435.57
ENSSSCT00000019689.3	1140	826.943	79907	6795.64
ENSSSCT00000099167.1	918	605.01	0	0
ENSSSCT00000091307.1	939	625.988	0	0
ENSSSCT00000046204.2	939	625.988	0	0
ENSSSCT00000073435.1	240	44.0253	0	0
ENSSSCT00000072658.1	939	625.988	0	0
ENSSSCT00000102462.1	423	126.894	0	0
ENSSSCT00000040563.4	1624	1310.94	0	0
ENSSSCT00000047353.2	1143	829.943	0	0
ENSSSCT00000104769.1	1398	1084.94	0	0
ENSSSCT00000103607.1	1176	862.943	0	0
ENSSSCT00000097872.1	1125	811.943	0	0
ENSSSCT00000056752.3	3244	2930.94	47.1056	1.13028
ENSSSCT00000056762.3	3471	3157.94	119.447	2.66007
ENSSSCT00000096492.1	924	611.01	0	0
ENSSSCT00000103627.1	1176	862.943	0	0
ENSSSCT00000100545.1	1398	1084.94	0	0
ENSSSCT00000079227.1	1398	1084.94	0	0
ENSSSCT00000080413.2	1152	838.943	0	0
ENSSSCT00000040927.2	498	189.726	0	0
ENSSSCT00000074869.2	2764	2450.94	0	0
ENSSSCT00000063508.3	402	112.14	0	0
ENSSSCT00000100361.1	2163	1849.94	6.5063	0.247341
ENSSSCT00000095067.1	900	587.01	0	0
ENSSSCT00000038958.2	2079	1765.94	0	0
ENSSSCT00000082576.1	453	150.406	2.78496	1.30219
ENSSSCT00000048930.2	2079	1765.94	0	0
ENSSSCT00000062908.2	951	637.966	0	0
ENSSSCT00000045484.3	1729	1415.94	4.7389	0.235371
ENSSSCT00000051712.3	3204	2890.94	7.32867	0.178282
ENSSSCT00000076493.1	770	457.109	0.5	0.0769257
ENSSSCT00000035684.4	522	212.019	0	0
ENSSSCT00000062384.1	522	212.019	0	0
ENSSSCT00000044872.1	441	140.703	0	0
ENSSSCT00000041794.1	435	136.129	0	0
ENSSSCT00000051780.2	5708	5394.94	4	0.0521428
ENSSSCT00000106884.1	393	106.029	2.72919	1.81021
ENSSSCT00000105743.1	1053	739.943	0	0
ENSSSCT00000054823.3	1041	727.943	7.78167	0.75179
ENSSSCT00000051915.2	927	614.01	0	0
ENSSSCT00000082557.2	1282	968.943	0	0
ENSSSCT00000064112.3	1276	962.943	0	0
ENSSSCT00000100226.1	1183	869.943	41.2297	3.33304
ENSSSCT00000062158.2	552	240.762	0	0
ENSSSCT00000013322.5	1915	1601.94	2081	91.3579
ENSSSCT00000063424.3	2634	2320.94	0	0
ENSSSCT00000046322.2	4392	4078.94	298.304	5.14319
ENSSSCT00000013323.4	5089	4775.94	303.794	4.47344
ENSSSCT00000045348.2	8217	7903.94	24.9201	0.221732
ENSSSCT00000103634.1	948	634.966	0	0
ENSSSCT00000010416.5	3303	2989.94	0	0
