target_id	length	eff_length	est_counts	tpm
ENSSSCT00000002339.4	291	58.5018	0	0
ENSSSCT00000078200.1	291	58.5018	0	0
ENSSSCT00000070967.1	291	58.5018	0	0
ENSSSCT00000038066.2	288	57.5723	0	0
ENSSSCT00000060400.2	285	56.6105	0	0
ENSSSCT00000032004.3	300	60.9915	1	1.12057
ENSSSCT00000069631.1	285	56.6105	0	0
ENSSSCT00000084172.1	591	254.161	0	0
ENSSSCT00000010999.5	939	600.516	0	0
ENSSSCT00000019660.4	955	616.516	76216	8449.1
ENSSSCT00000019664.4	1042	703.399	36975	3592.66
ENSSSCT00000019670.1	1545	1206.4	765768	43382.6
ENSSSCT00000019673.1	688	350.202	133234	26002
ENSSSCT00000019675.1	204	33.3304	2547	5222.72
ENSSSCT00000019676.1	681	343.227	87727	17468.7
ENSSSCT00000019677.1	784	445.774	247125	37888.8
ENSSSCT00000019679.3	346	74.9703	7344	6695.03
ENSSSCT00000019681.2	297	60.2598	10205	11574.3
ENSSSCT00000019682.3	1378	1039.4	90090	5923.84
ENSSSCT00000019686.3	1821	1482.4	47000	2166.92
ENSSSCT00000019687.1	528	194.419	4770	1676.83
ENSSSCT00000019689.3	1140	801.399	77329	6594.82
ENSSSCT00000099167.1	918	579.516	0	0
ENSSSCT00000091307.1	939	600.516	0	0
ENSSSCT00000046204.2	939	600.516	0	0
ENSSSCT00000073435.1	240	44.0055	0	0
ENSSSCT00000072658.1	939	600.516	0	0
ENSSSCT00000102462.1	423	112.505	0	0
ENSSSCT00000040563.4	1624	1285.4	0	0
ENSSSCT00000047353.2	1143	804.399	0	0
ENSSSCT00000104769.1	1398	1059.4	0	0
ENSSSCT00000103607.1	1176	837.399	0	0
ENSSSCT00000097872.1	1125	786.399	0	0
ENSSSCT00000056752.3	3244	2905.4	56.135	1.3205
ENSSSCT00000056762.3	3471	3132.4	87.4086	1.90716
ENSSSCT00000096492.1	924	585.516	0	0
ENSSSCT00000103627.1	1176	837.399	0	0
ENSSSCT00000100545.1	1398	1059.4	0	0
ENSSSCT00000079227.1	1398	1059.4	0	0
ENSSSCT00000080413.2	1152	813.399	0	0
ENSSSCT00000040927.2	498	168.065	0	0
ENSSSCT00000074869.2	2764	2425.4	1.00538	0.0283305
ENSSSCT00000063508.3	402	99.6658	0	0
ENSSSCT00000100361.1	2163	1824.4	3.64242	0.136452
ENSSSCT00000095067.1	900	561.516	0	0
ENSSSCT00000038958.2	2079	1740.4	0	0
ENSSSCT00000082576.1	453	132.527	0.0829588	0.0427825
ENSSSCT00000048930.2	2079	1740.4	0	0
ENSSSCT00000062908.2	951	612.516	0	0
ENSSSCT00000045484.3	1729	1390.4	12.8531	0.631799
ENSSSCT00000051712.3	3204	2865.4	20.953	0.499769
ENSSSCT00000076493.1	770	431.807	0	0
ENSSSCT00000035684.4	522	188.934	0	0
ENSSSCT00000062384.1	522	188.934	0	0
ENSSSCT00000044872.1	441	124.004	0	0
ENSSSCT00000041794.1	435	120.023	0	0
ENSSSCT00000051780.2	5708	5369.4	11.0577	0.14075
ENSSSCT00000106884.1	393	94.7428	1.70324	1.22868
ENSSSCT00000105743.1	1053	714.399	2.11586	0.202421
ENSSSCT00000054823.3	1041	702.399	0	0
ENSSSCT00000051915.2	927	588.516	0	0
ENSSSCT00000082557.2	1282	943.399	0	0
ENSSSCT00000064112.3	1276	937.399	4.30937	0.314194
ENSSSCT00000100226.1	1183	844.399	20.3427	1.64653
ENSSSCT00000062158.2	552	216.76	0	0
ENSSSCT00000013322.5	1915	1576.4	2450.63	106.248
ENSSSCT00000063424.3	2634	2295.4	0	0
ENSSSCT00000046322.2	4392	4053.4	199.472	3.36335
ENSSSCT00000013323.4	5089	4750.4	537.646	7.73527
ENSSSCT00000045348.2	8217	7878.4	38.8821	0.337304
ENSSSCT00000103634.1	948	609.516	0	0
ENSSSCT00000010416.5	3303	2964.4	0	0
ENSSSCT00000096504.1	3599	3260.4	0	0
ENSSSCT00000054748.3	3605	3266.4	0	0
ENSSSCT00000053874.2	987	648.399	0	0
ENSSSCT00000098136.1	519	186.233	0	0
ENSSSCT00000064380.2	372	84.5572	0	0
ENSSSCT00000033772.4	557	221.456	0	0
ENSSSCT00000014432.3	930	591.516	0	0
ENSSSCT00000095963.1	3048	2709.4	4.16106	0.104964
ENSSSCT00000054731.3	2148	1809.4	26.8019	1.01237
ENSSSCT00000061495.2	954	615.516	0	0
ENSSSCT00000038050.2	927	588.516	0	0
ENSSSCT00000084775.1	954	615.516	0	0
ENSSSCT00000054929.3	945	606.516	0	0
ENSSSCT00000083016.1	933	594.516	0	0
ENSSSCT00000106904.1	954	615.516	0	0
ENSSSCT00000058052.3	1242	903.399	0	0
ENSSSCT00000103398.1	954	615.516	0	0
ENSSSCT00000060080.3	891	552.537	0	0
ENSSSCT00000079788.1	879	540.537	0	0
ENSSSCT00000065393.1	954	615.516	0	0
ENSSSCT00000066233.1	942	603.516	0	0
ENSSSCT00000038428.3	4061	3722.4	3.20165	0.0587841
ENSSSCT00000106722.1	4123	3784.4	3.56982	0.0644701
ENSSSCT00000038613.2	933	594.516	0	0
ENSSSCT00000086017.1	6515	6176.4	2.00037	0.0221352
ENSSSCT00000094411.1	918	579.516	0	0
ENSSSCT00000093195.1	939	600.516	0	0
ENSSSCT00000060483.3	2989	2650.4	6.59384	0.170034
ENSSSCT00000044015.3	3606	3267.4	82.719	1.73026
ENSSSCT00000098151.1	906	567.516	0	0
ENSSSCT00000099877.1	939	600.516	0	0
ENSSSCT00000055383.1	936	597.516	0	0
ENSSSCT00000006440.5	1159	820.399	0	0
ENSSSCT00000039853.3	3075	2736.4	0	0
ENSSSCT00000075544.1	2162	1823.4	0	0
ENSSSCT00000106739.1	918	579.516	0	0
ENSSSCT00000094696.1	1287	948.399	1783	128.49
ENSSSCT00000074527.1	936	597.516	0	0
ENSSSCT00000095412.1	936	597.516	0	0
ENSSSCT00000057638.3	1661	1322.4	22.7992	1.17833
ENSSSCT00000052749.3	2706	2367.4	27	0.779474
ENSSSCT00000072436.1	1410	1071.4	0	0
ENSSSCT00000100367.1	510	178.306	6	2.29982
ENSSSCT00000064678.2	936	597.516	0	0
ENSSSCT00000097296.1	3397	3058.4	0	0
ENSSSCT00000093882.1	636	298.487	0	0
ENSSSCT00000061389.3	1622	1283.4	1016	54.1055
ENSSSCT00000047659.2	240	44.0055	0	0
ENSSSCT00000083630.1	936	597.516	0	0
ENSSSCT00000071514.2	1650	1311.4	43.4439	2.26414
ENSSSCT00000101381.1	777	438.774	13.8384	2.15553
ENSSSCT00000031202.3	1682	1343.4	26.7709	1.36197
ENSSSCT00000099316.1	1042	703.399	0	0
ENSSSCT00000058956.3	1192	853.399	0	0
ENSSSCT00000054707.3	1102	763.399	0	0
ENSSSCT00000096294.1	1027	688.399	0	0
ENSSSCT00000061829.3	1975	1636.4	15.3315	0.640332
ENSSSCT00000028884.4	2948	2609.4	98.7864	2.58741
ENSSSCT00000048674.3	4533	4194.4	3398.53	55.3771
ENSSSCT00000059744.3	7520	7181.4	0	0
ENSSSCT00000029625.4	9608	9269.4	323.337	2.38404
ENSSSCT00000060930.3	9476	9137.4	905.001	6.76917
ENSSSCT00000013516.4	2433	2094.4	95	3.10008
ENSSSCT00000049889.2	6954	6615.4	1.03944	0.0107387
ENSSSCT00000104902.1	939	600.516	0	0
ENSSSCT00000053946.2	963	624.493	0	0
ENSSSCT00000026503.4	2569	2230.4	70.6624	2.16528
ENSSSCT00000022992.3	906	567.516	0	0
ENSSSCT00000062135.3	2600	2261.4	2	0.0604452
ENSSSCT00000043243.3	2678	2339.4	0	0
ENSSSCT00000045677.3	2768	2429.4	0	0
ENSSSCT00000086242.2	2050	1711.4	0	0
ENSSSCT00000038861.3	3102	2763.4	0	0
ENSSSCT00000077906.2	3072	2733.4	0	0
ENSSSCT00000103189.1	3057	2718.4	0	0
ENSSSCT00000087031.2	3033	2694.4	0	0
